title,tags
The Horse Whisperer,"Based on the novel by the same name from Nicholas Evans, the talented Robert Redford presents this meditative family drama set in the country side. Redford not only directs but also stars in the roll of a cowboy with a magical talent for healing. Drama Romance Robert Redford Kristin Scott Thomas Sam Neill Scarlett Johansson Dianne Wiest Chris Cooper Cherry Jones Ty Hillman Kate Bosworth Austin Schwarz Dustin Schwarz Jeanette Nolan Steve Frye Don Edwards Jessalyn Gilsig William 'Buddy' Byrd John Hogarty Michel Lalonde C.J. Byrnes Allison Moorer Gloria Lynne Henry love triangle new york montana attachment to nature confidence horseback riding horse riding accident career woman ranch horse whisperer trauma country life marriage crisis crisis travel mother daughter relationship animal nature"
Collateral,"Cab driver Max picks up a man who offers him $600 to drive him around. But the promise of easy money sours when Max realizes his fare is an assassin. Drama Crime Thriller Tom Cruise Jamie Foxx Jada Pinkett Smith Mark Ruffalo Peter Berg Bruce McGill Irma P. Hall Barry Shabaka Henley Javier Bardem Steven Kozlowski Richard T. Jones James McBride Klea Scott Bodhi Elfman Debi Mazar Emilio Rivera Thomas Rosales, Jr. Inmo Yuon Angelo Tiffe Jason Statham california taxi assassin hostage taxi driver fbi hitman police los angeles murderer crime criminal gun violence"
The Scorpion King,"In ancient Egypt, peasant Mathayus is hired to exact revenge on the powerful Memnon and the sorceress Cassandra, who are ready to overtake Balthazar's village. Amid betrayals, thieves, abductions and more, Mathayus strives to bring justice to his complicated world. Action Fantasy Adventure Dwayne Johnson Kelly Hu Michael Clarke Duncan Steven Brand Bernard Hill Grant Heslov Peter Facinelli Ralf Moeller Branscombe Richmond Roger Rees Sherri Howard Conrad Roberts Joseph Ruskin Esteban Cueto Nils Allen Stewart Amy Hunter Sean Michael Afable Al Leong egypt temple"
Ladder 49,"Under the watchful eye of his mentor, Captain Mike Kennedy, probationary firefighter Jack Morrison matures into a seasoned veteran at a Baltimore fire station. However, Jack has reached a crossroads  as the sacrifices he's made have put him in harm's way innumerable times and significantly impacted his relationship with his wife and kids. Drama Action Thriller Joaquin Phoenix John Travolta Jacinda Barrett Robert Patrick Morris Chestnut Billy Burke Kevin Chapman Jay Hernandez Kevin Daniels Balthazar Getty ledge practical joke"
Jack Reacher,"In an innocent heartland city, five are shot dead by an expert sniper. The police quickly identify and arrest the culprit, and build a slam-dunk case. But the accused man claims he's innocent and says ""Get Jack Reacher."" Reacher himself sees the news report and turns up in the city. The defense is immensely relieved, but Reacher has come to bury the guy. Shocked at the accused's request, Reacher sets out to confirm for himself the absolute certainty of the man's guilt, but comes up with more than he bargained for. Crime Drama Thriller Tom Cruise Rosamund Pike Richard Jenkins David Oyelowo Werner Herzog Jai Courtney Vladimir Sizov Joseph Sikora Michael Raymond-James Alexia Fast Josh Helman Robert Duvall James Martin Kelly Dylan Kussman Denver Milord Julia Yorks Nicole Forester Delilah Picart Joe Coyle Alicia Murton Peter Gannon David Whalen Sophie Guest Michael Minor Scott A. Martin CJ Ramirez Teri Clark Jarid Faubel Sara Lindsey Jace Jeanes Andrei Runtso Efka Kvaraciejus Lee Child Tommy Lafitte Kristen Dalton Jordan Trovillion Annie Kitral Lissy Gulick Catherine Albers Larissa Emanuele Jason McCune Shane Callahan Joshua Elijah Reese Nathan Hollabaugh Christopher Stadulis Susan Angelo Tristan Elma based on novel sniper investigation police quarry"
Deep Blue Sea,"On a remote former submarine refueling facility called Aquatica, a team of scientists are searching for a cure for Alzheimer's disease. Dr. Susan McAlester genetically engineers three Mako sharks, intending to increase their brain capacity so that they can harvest the tissue as a cure for Alzheimer's. Unfortunately, the increased brain capacity also makes the sharks smarter, faster, and more dangerous. Aquatica's financial backers are skeptical and nervous about the tests, and send a corporate executive to visit the facility. Action Science Fiction Thriller Thomas Jane Saffron Burrows LL Cool J Michael Rapaport Samuel L. Jackson Stellan Skarsgård Jacqueline McKenzie Aida Turturro Cristos Daniel Rey Valente Rodriguez Brent Roam Eyal Podell Erinn Bartlett Dan Thiel Sabrina Geerinckx Tajsha Thomas Frank Welker shark attack shark alzheimer's disease killer shark no opening credits"
This Is It,"A compilation of interviews, rehearsals and backstage footage of Michael Jackson as he prepared for his series of sold-out shows in London. Music Documentary Michael Jackson Orianthi Kenny Ortega Dorian Holley Patrick Woodroffe Bashiri Johnson Mo Pleasure Jonathan Moffett Tommy Organ Jasmine Alveran pop star music concert aftercreditsstinger duringcreditsstinger"
Contagion,"As an epidemic of a lethal airborne virus - that kills within days - rapidly grows, the worldwide medical community races to find a cure and control the panic that spreads faster than the virus itself. Drama Thriller Science Fiction Matt Damon Gwyneth Paltrow Kate Winslet Jude Law Marion Cotillard Laurence Fishburne Bryan Cranston Sanaa Lathan Jennifer Ehle Daria Strokous Anna Jacoby-Heron Enrico Colantoni Demetri Martin Rick Uecker Nathan Geist Jamie Newell Elliott Gould Griffin Kane saving the world mutation infection terminal illness quarantine outbreak medical vaccine lethal virus scientist epidemic"
Kangaroo Jack,"Two childhood friends, a New York hairstylist and a wanna-be musician, get mixed-up with the mob and are forced to deliver $50,000 to Australia, but things go all wrong when the money is lost to a wild kangaroo. Comedy Adventure Crime Jerry O'Connell Anthony Anderson Estella Warren Christopher Walken Michael Shannon Marton Csokas Dyan Cannon money delivery fool australia hoodlum kangaroo"
Coraline,"When Coraline moves to an old house, she feels bored and neglected by her parents. She finds a hidden door with a bricked up passage. During the night, she crosses the passage and finds a parallel world where everybody has buttons instead of eyes, with caring parents and all her dreams coming true. When the Other Mother invites Coraline to stay in her world forever, the girl refuses and finds that the alternate reality where she is trapped is only a trick to lure her. Animation Family Dakota Fanning Teri Hatcher Jennifer Saunders Dawn French Keith David John Hodgman Robert Bailey Jr. Ian McShane dream eye stuffed animal parallel world button new home secret door aftercreditsstinger duringcreditsstinger"
The Happening,"When a deadly airborne virus threatens to wipe out the northeastern United States, teacher Elliott Moore (Mark Wahlberg) and his wife (Zooey Deschanel) flee from contaminated cities into the countryside in a fight to discover the truth. Is it terrorism, the accidental release of some toxic military bio weapon -- or something even more sinister? John Leguizamo and Betty Buckley co-star in this thriller from writer-director M. Night Shyamalan. Thriller Science Fiction Mark Wahlberg Zooey Deschanel John Leguizamo Spencer Breslin Betty Buckley Ashlyn Sanchez Robert Bailey Jr. Frank Collison Jeremy Strong Alan Ruck Victoria Clark M. Night Shyamalan Alison Folland Kristen Connolly Cornell Womack Roberto Lombardi Brian Anthony Wilson Kerry O'Malley Traci Law William James Kelly Art Lyle Mara Hobel tree natural disaster crisis park strange behavior"
Man on Fire,"Jaded ex-CIA operative John Creasy reluctantly accepts a job as the bodyguard for a 10-year-old girl in Mexico City. They clash at first, but eventually bond, and when she's kidnapped he's consumed by fury and will stop at nothing to save her life. Action Drama Thriller Crime Denzel Washington Dakota Fanning Marc Anthony Radha Mitchell Christopher Walken Giancarlo Giannini Rachel Ticotin Jesús Ochoa Mickey Rourke Angelina Peláez Gustavo Sánchez Parra Charles Paraventi mexico cia kidnapping diary bible bodyguard stuffed animal cell phone alcoholic grenade launcher bloodshed swim meet"
The Shaggy Dog,The tale of a workaholic dad-turned-dog who finds that being man's best friend shows him the most important job - being a great dad. Comedy Family Tim Allen Kristin Davis Danny Glover Spencer Breslin Robert Downey Jr. Zena Grey Joshua Leonard Jane Curtin Annabelle Gurwitch Jarrad Paul Bess Wohl Philip Baker Hall Shawn Pyfrom Joel David Moore Kevin Cooney Craig Kilborn Jeanette Brox Rhea Seehorn Koji Kataoka Casey Sander Mark Robert Ellis father son relationship parents kids relationship workaholic wife husband relationship transformation body exchange daughter lawyer dog family turns into animal
Starsky & Hutch,"Join uptight David Starsky and laid-back Ken ""Hutch"" Hutchinson as they're paired for the first time as undercover cops. The new partners must overcome their differences to solve an important case with help from street informant Huggy Bear and persuasive criminal Reese Feldman. Comedy Crime Ben Stiller Owen Wilson Snoop Dogg Fred Williamson Vince Vaughn Juliette Lewis Jason Bateman Carmen Electra Will Ferrell Amy Smart Brande Roderick Molly Sims Sara Swain George Cheung Chris Penn Matt Walsh G.T. Holme Jeffrey Lorenzo Har Mar Superstar Patton Oswalt Brigette Romanek Paul Michael Glaser David Soul Dan Finnerty Jernard Burks Omar J. Dorsey Pramod Kumar Rod Tate Richard Edson Raymond Ma Terry Crews Richie Nathanson David Pressman Scott L. Schwartz Judah Friedlander Akerin Suksawat Premwattana Amber Mead Darlena Tejeiro Harry O'Reilly Tangie Ambrose Delores Gilbeaux Kimberly Brickland Minnie Lagrimas Rachael Harris David Burton Larry Chang Ton Suckhasem Henry T. Yamada Charles Edward Townsend Nancy Anderson Jason Yribar Tyce Diorio Katie Pantenburg Timothy Anderson Kimberly Wyatt Kristyn Abbadini Kevin Alexander Stea Adrian Armas Gabriel Paige Tara Wilson Brittany Perry-Russell Tanee McCall Nadine Ellis Chad Azadan Jason Beitel Brandon Henschel Mark Meismer Matt Sergott Lisa Joann Thompson Christian Vincent Natalie Willes Stacey Harper Gelsey Weiss Tasha Tae Becca Sweitzer Jennifer Hamilton Vanessa Tarazona Janina Garraway Kadee Sweeney Melanie Lewis Megan Stephens Michon Suyama Tomasina Parrott Kathleen LaGue informant jumping from a rooftop surveillance footage"
Jingle All the Way,"Meet Howard Langston, a salesman for a mattress company is constantly busy at his job, and he also constantly disappoints his son, after he misses his son's karate exposition, his son tells Howard that he wants for Christmas is an action figure of his son's television hero, he tries hard to to make it up to him. Unfortunately for Howard, it is Christmas Eve, and every store is sold out of Turbo Man, now Howard must travel all over town and compete with everybody else to find a Turbo Man action figure. Family Comedy Arnold Schwarzenegger Phil Hartman Sinbad Rita Wilson Jake Lloyd Martin Mull Laraine Newman Jim Belushi E.J. De la Pena Robert Conrad Justin Chapman Harvey Korman Richard Moll Daniel Riordan Chris Parnell Patrick Richwood Kate McGregor-Stewart Danny Woodburn Paul Wight Curtis Armstrong holiday christmas party santa claus toy puppet christmas turboman navidad"
Hellboy,"In the final days of World War II, the Nazis attempt to use black magic to aid their dying cause. The Allies raid the camp where the ceremony is taking place, but not before a demon - Hellboy - has already been conjured. Joining the Allied forces, Hellboy eventually grows to adulthood, serving the cause of good rather than evil. Fantasy Action Science Fiction Ron Perlman Selma Blair Rupert Evans John Hurt Jeffrey Tambor Karel Roden Brian Steele Ladislav Beran Biddy Hodson Corey Johnson Brian Caspe James Babson Doug Jones Ellen Savaria Kevin Trainor Stephen Fisher Garth Cooper Angus MacInnes Jim Howick Rory Copus Santiago Segura black magic fistfight cover-up superhero paranormal phenomena narration from grave demon occult combat photography reanimated corpse duringcreditsstinger"
A Civil Action,"Jan Schlickmann is a cynical lawyer who goes out to ""get rid of"" a case, only to find out it is potentially worth millions. The case becomes his obsession, to the extent that he is willing to give up everything - including his career and his clients' goals, in order to continue the case against all odds. Drama John Travolta Robert Duvall Tony Shalhoub William H. Macy Zeljko Ivanek Bruce Norris John Lithgow Kathleen Quinlan Peter Jacobson Mary Mara James Gandolfini Stephen Fry Dan Hedaya David Thornton Sydney Pollack Ned Eisenberg Daniel von Bargen Brian Turk Rob McElhenney success advancement right and justice leukemia lawyer business start-up"
